restaurant_id,restaurant_name,cuisine,city,area,total_orders,total_cancellations,cancellation_rate_pct,avg_delivery_duration,avg_order_value,avg_quality_risk,restaurant_health_score,distinct_items_served,top_ordered_item
RST00238,Royal Biryani House Masdar City,Indian,Abu Dhabi,Masdar City,397,36,9.07,43.34,120.19,0.419,0.56,10,Butter Chicken
RST00239,Pizza Express Dubai International City,Italian,Dubai,International City,343,28,8.16,43.44,68.42,0.361,0.77,10,Margherita Pizza
RST00240,Sarap Dito Garhoud,Filipino,Dubai,Garhoud,381,40,10.5,41.47,97.05,0.406,0.559,10,Pancit Canton
RST00246,Curry Leaf Al Taawun,Indian,Sharjah,Al Taawun,386,44,11.4,43.81,55.93,0.426,0.527,10,Chicken Tikka Masala
RST00260,Spice Route Al Quoz,Indian,Dubai,Al Quoz,410,49,11.95,41.84,54.81,0.369,0.781,10,Lamb Rogan Josh
RST00284,Bombay Kitchen Oud Metha,Indian,Dubai,Oud Metha,396,57,14.39,43.11,114.23,0.407,0.584,10,Palak Paneer
RST00285,Leila Restaurant Karama,Lebanese,Dubai,Karama,381,34,8.92,41.23,57.61,0.351,0.801,10,Baba Ghanoush
RST00288,Masala Junction Al Furjan,Indian,Dubai,Al Furjan,406,43,10.59,42.26,118.15,0.378,0.728,10,Garlic Naan
RST00295,Tandoor House Jumeirah,Indian,Dubai,Jumeirah,431,68,15.78,42.32,116.34,0.431,0.491,10,Palak Paneer
RST00302,Nonna Rosa Jumeirah Village Circle,Italian,Dubai,Jumeirah Village Circle,416,44,10.58,43.19,135.82,0.332,0.886,10,Risotto ai Funghi
RST00303,Nihari House Palm Jumeirah,Pakistani,Dubai,Palm Jumeirah,375,57,15.2,42.13,208.9,0.412,0.599,10,Aloo Gosht
RST00304,Delhi Darbar Business Bay,Indian,Dubai,Business Bay,398,39,9.8,41.96,116.51,0.377,0.696,10,Garlic Naan
RST00307,Pinoy Kitchen Al Majaz,Filipino,Sharjah,Al Majaz,380,43,11.32,42.18,47.22,0.351,0.83,10,Sinigang na Baboy
RST00330,Babel Beirut Al Barsha,Lebanese,Dubai,Al Barsha,352,31,8.81,42.83,111.33,0.328,0.936,10,Kafta Wrap
RST00331,Sarap Dito Jumeirah Village Triangle,Filipino,Dubai,Jumeirah Village Triangle,389,63,16.2,43.23,97.77,0.485,0.273,10,Beef Caldereta
RST00337,Babel Beirut Al Quoz,Lebanese,Dubai,Al Quoz,381,46,12.07,43.94,58.6,0.413,0.591,10,Chicken Tawook
RST00338,Tandoor House Al Taawun,Indian,Sharjah,Al Taawun,396,44,11.11,44.22,55.34,0.363,0.788,10,Dal Makhani
RST00344,Curry Leaf Al Nahda Dubai,Indian,Dubai,Al Nahda Dubai,452,43,9.51,43.83,58.87,0.347,0.829,10,Samosa (2pcs)
RST00345,Shawarma Station Al Muroor,Arabic,Abu Dhabi,Al Muroor,343,45,13.12,44.62,60.58,0.399,0.666,10,Dates & Karak
RST00346,Pinoy Kitchen Jumeirah Village Circle,Filipino,Dubai,Jumeirah Village Circle,393,44,11.2,43.3,98.79,0.363,0.763,10,Beef Caldereta
RST00350,Al Safadi Palm Jumeirah,Arabic,Dubai,Palm Jumeirah,417,58,13.91,44.07,301.74,0.475,0.41,10,Hummus Platter
RST00355,Nihari House Karama,Pakistani,Dubai,Karama,374,47,12.57,43.66,55.55,0.439,0.47,10,Aloo Gosht
RST00358,Ramen Republic JLT,Japanese,Dubai,JLT,368,45,12.23,42.86,153.8,0.354,0.809,10,Miso Soup
RST00383,Lahori Chaska Al Khalidiyah,Pakistani,Abu Dhabi,Al Khalidiyah,374,59,15.78,41.14,103.08,0.446,0.449,10,Karahi Chicken
RST00390,All American Diner Oud Metha,American,Dubai,Oud Metha,398,49,12.31,41.4,122.72,0.369,0.736,10,BBQ Chicken Wings
RST00392,Mezze House Saadiyat Island,Lebanese,Abu Dhabi,Saadiyat Island,392,38,9.69,43.48,242.63,0.342,0.849,10,Fattoush Salad
RST00394,Bollywood Bites Shahama,Indian,Abu Dhabi,Shahama,379,34,8.97,42.56,56.5,0.389,0.673,10,Palak Paneer
RST00395,Al Hamra Pakistani Mirdif,Pakistani,Dubai,Mirdif,370,42,11.35,43.22,102.28,0.364,0.772,10,Sheer Khurma
RST00396,Pinoy Kitchen Khalifa City,Filipino,Abu Dhabi,Khalifa City,390,34,8.72,43.92,95.38,0.349,0.832,10,Kare Kare
RST00405,All American Diner Discovery Gardens,American,Dubai,Discovery Gardens,359,23,6.41,43.49,60.3,0.346,0.868,10,Onion Rings
RST00412,Nihari House JLT,Pakistani,Dubai,JLT,397,47,11.84,42.92,101.14,0.424,0.514,10,Karahi Chicken
RST00415,Royal Biryani House Al Majaz,Indian,Sharjah,Al Majaz,396,44,11.11,42.43,58.43,0.389,0.67,10,Dal Makhani
RST00460,Lahori Chaska Oud Metha,Pakistani,Dubai,Oud Metha,376,64,17.02,42.95,105.55,0.47,0.364,10,Nihari
RST00471,Liberty Grill Sports City,American,Dubai,Sports City,382,46,12.04,43.27,116.81,0.369,0.764,10,Mac & Cheese
RST00474,Pinoy Kitchen Bur Dubai,Filipino,Dubai,Bur Dubai,367,65,17.71,42.07,51.7,0.514,0.206,10,Sinigang na Baboy
RST00475,Lucky Wok Jumeirah Village Circle,Chinese,Dubai,Jumeirah Village Circle,343,35,10.2,44.53,113.18,0.345,0.829,10,Sweet & Sour Pork
RST00499,Sisig Station Deira,Filipino,Dubai,Deira,412,50,12.14,42.39,48.96,0.376,0.694,10,Chicken Adobo
RST00504,Patty Perfect JLT,American,Dubai,JLT,377,49,13.0,42.87,119.51,0.385,0.706,10,Loaded Fries
RST00516,Lucky Wok Tourist Club Area,Chinese,Abu Dhabi,Tourist Club Area,369,32,8.67,43.69,111.28,0.356,0.798,10,Wonton Soup
RST00533,Delhi Darbar Al Jurf,Indian,Ajman,Al Jurf,388,32,8.25,43.37,57.42,0.344,0.849,10,Chicken Biryani
RST00537,Mumbai Street Food JLT,Indian,Dubai,JLT,365,31,8.49,43.01,115.52,0.349,0.832,10,Chicken Biryani
RST00564,Suhoor Lounge Dubai South,Arabic,Dubai,Dubai South,377,62,16.45,41.26,63.39,0.414,0.535,10,Hummus Platter
RST00571,Delhi Darbar Khalifa City,Indian,Abu Dhabi,Khalifa City,418,51,12.2,43.6,116.18,0.405,0.62,10,Mango Lassi
RST00572,Spice Route Al Furjan,Indian,Dubai,Al Furjan,380,36,9.47,43.9,110.59,0.365,0.737,10,Garlic Naan
RST00575,Sashimi Bar Bur Dubai,Japanese,Dubai,Bur Dubai,394,57,14.47,41.84,78.79,0.406,0.605,10,Edamame
RST00579,Tandoor House Creek Harbour,Indian,Dubai,Creek Harbour,342,45,13.16,43.24,246.8,0.4,0.615,10,Palak Paneer
RST00581,Khaleeji Bites Al Nahda,Arabic,Sharjah,Al Nahda,393,51,12.98,43.18,63.87,0.376,0.699,10,Chicken Shawarma
RST00585,Curry Leaf Al Zaab,Indian,Abu Dhabi,Al Zaab,395,32,8.1,40.9,57.42,0.332,0.864,10,Gulab Jamun
RST00625,Islamabad Grill DIFC,Pakistani,Dubai,DIFC,414,43,10.39,41.95,219.69,0.349,0.809,10,Haleem
RST00628,Bombay Kitchen Al Raha Beach,Indian,Abu Dhabi,Al Raha Beach,385,30,7.79,41.59,251.87,0.314,0.946,10,Butter Chicken
RST00632,Shawarma Station DIFC,Arabic,Dubai,DIFC,372,55,14.78,42.1,284.6,0.446,0.456,10,Dates & Karak
RST00637,Delhi Darbar Marina,Indian,Dubai,Marina,379,34,8.97,42.35,244.96,0.35,0.79,10,Garlic Naan
RST00647,Yakitori Yoshi Dubai Hills,Japanese,Dubai,Dubai Hills,389,39,10.03,42.0,379.19,0.326,0.884,10,Teriyaki Chicken Bowl
RST00662,BBQ Smokehouse Khalidiyah,American,Abu Dhabi,Khalidiyah,360,49,13.61,45.51,117.82,0.388,0.697,10,Classic Smash Burger
RST00667,Katsu Corner Silicon Oasis,Japanese,Dubai,Silicon Oasis,396,31,7.83,42.87,74.34,0.341,0.841,10,Yakitori Skewers
RST00683,Karachi Darbar Corniche,Pakistani,Abu Dhabi,Corniche,415,37,8.92,43.06,217.4,0.408,0.615,10,Chapli Kebab
RST00698,Adobo House Al Taawun,Filipino,Sharjah,Al Taawun,376,38,10.11,41.99,49.75,0.394,0.671,10,Crispy Pata
RST00719,Babel Beirut Al Nahda,Lebanese,Sharjah,Al Nahda,387,43,11.11,43.84,58.01,0.39,0.651,10,Fattoush Salad
RST00731,Jollibee Express Arabian Ranches,Filipino,Dubai,Arabian Ranches,373,45,12.06,43.14,94.03,0.404,0.616,10,Pancit Canton
RST00734,Five Guys Kitchen Sports City,American,Dubai,Sports City,399,58,14.54,43.91,118.68,0.448,0.436,10,Onion Rings
RST00740,Burrito Bandido Yas Island,Mexican,Abu Dhabi,Yas Island,389,61,15.68,45.43,220.22,0.418,0.594,3,Loaded Nachos
RST00750,Desi Zaika Khalifa City,Pakistani,Abu Dhabi,Khalifa City,373,34,9.12,43.25,103.97,0.374,0.72,10,Mutton Biryani
RST00751,Tandoor House Al Taawun,Indian,Sharjah,Al Taawun,404,38,9.41,41.52,58.77,0.324,0.912,10,Gulab Jamun
RST00766,Desi Zaika Al Taawun,Pakistani,Sharjah,Al Taawun,374,34,9.09,42.62,51.06,0.381,0.7,10,Haleem
RST00773,Dynasty Kitchen Al Majaz,Chinese,Sharjah,Al Majaz,401,55,13.72,42.87,54.03,0.406,0.599,10,Mapo Tofu
RST00777,Nihari House Yas Island,Pakistani,Abu Dhabi,Yas Island,426,66,15.49,42.98,231.14,0.502,0.236,10,Seekh Kebab
RST00795,Peshawar Wala Festival City,Pakistani,Dubai,Festival City,361,43,11.91,43.46,224.51,0.416,0.618,10,Seekh Kebab
RST00799,Golden Curry Al Reem Island,Indian,Abu Dhabi,Al Reem Island,387,69,17.83,41.83,116.64,0.423,0.484,10,Garlic Naan
RST00801,Suhoor Lounge Arabian Ranches,Arabic,Dubai,Arabian Ranches,369,42,11.38,43.63,124.11,0.392,0.652,10,Falafel Wrap
RST00813,Adobo House Palm Jumeirah,Filipino,Dubai,Palm Jumeirah,402,45,11.19,44.11,199.46,0.319,0.944,10,Chicken Adobo
RST00815,Adobo House DIFC,Filipino,Dubai,DIFC,396,61,15.4,42.81,203.4,0.419,0.524,10,Halo Halo
RST00820,Royal Biryani House Deira,Indian,Dubai,Deira,385,30,7.79,45.45,56.34,0.346,0.872,10,Butter Chicken
RST00822,Nonna Rosa Muwaileh,Italian,Sharjah,Muwaileh,387,45,11.63,42.75,69.9,0.379,0.725,10,Cannoli Siciliani
RST00825,Khaleeji Bites Tourist Club Area,Arabic,Abu Dhabi,Tourist Club Area,389,43,11.05,42.57,131.94,0.365,0.744,10,Hummus Platter
RST00835,Izakaya House Al Majaz,Japanese,Sharjah,Al Majaz,373,27,7.24,42.62,78.32,0.347,0.831,10,Teriyaki Chicken Bowl
RST00842,Sawadee Kitchen Al Taawun,Thai,Sharjah,Al Taawun,365,37,10.14,42.45,53.26,0.327,0.915,5,Green Curry Chicken
RST00866,Nashville Hot Al Taawun,American,Sharjah,Al Taawun,393,33,8.4,41.62,64.0,0.403,0.579,10,Mac & Cheese
RST00872,Peshawar Wala Dubai Hills,Pakistani,Dubai,Dubai Hills,378,37,9.79,42.85,230.23,0.36,0.838,10,Nihari
RST00873,Khaleeji Bites Al Raha Beach,Arabic,Abu Dhabi,Al Raha Beach,371,40,10.78,42.99,300.08,0.345,0.837,10,Hummus Platter
RST00880,Lutong Bahay Muwaileh,Filipino,Sharjah,Muwaileh,391,44,11.25,43.57,48.36,0.413,0.555,10,Halo Halo
RST00887,Bombay Kitchen Al Nahda,Indian,Sharjah,Al Nahda,412,35,8.5,43.05,57.07,0.37,0.752,10,Mango Lassi
RST00896,Emirati Table Festival City,Arabic,Dubai,Festival City,405,33,8.15,41.95,296.96,0.347,0.825,10,Grilled Hammour
RST00897,Spice Route Karama,Indian,Dubai,Karama,396,47,11.87,42.32,56.25,0.33,0.883,10,Palak Paneer
RST00905,Babel Beirut Silicon Oasis,Lebanese,Dubai,Silicon Oasis,374,51,13.64,43.98,56.39,0.417,0.576,10,Lamb Kibbeh
RST00912,Sarap Dito Palm Jumeirah,Filipino,Dubai,Palm Jumeirah,396,41,10.35,41.75,199.26,0.322,0.909,10,Halo Halo
RST00914,Bombay Kitchen Mirdif,Indian,Dubai,Mirdif,347,38,10.95,41.12,115.3,0.394,0.613,10,Chicken Biryani
RST00915,Khaleeji Bites Al Taawun,Arabic,Sharjah,Al Taawun,394,55,13.96,44.18,62.4,0.445,0.437,10,Falafel Wrap
RST00930,El Rancho Mexican Al Muroor,Mexican,Abu Dhabi,Al Muroor,414,36,8.7,42.57,59.16,0.349,0.833,3,Beef Tacos (3pcs)
RST00936,Golden Curry Marina,Indian,Dubai,Marina,370,30,8.11,43.38,243.34,0.335,0.873,10,Palak Paneer
RST00966,Haleem Express Downtown,Pakistani,Dubai,Downtown,414,39,9.42,42.41,220.09,0.381,0.708,10,Mutton Biryani
RST00974,Golden Curry Mirdif,Indian,Dubai,Mirdif,363,43,11.85,44.21,118.3,0.352,0.835,10,Butter Chicken
RST00986,Maharaja Palace Khalifa City,Indian,Abu Dhabi,Khalifa City,375,46,12.27,40.63,118.8,0.353,0.773,10,Palak Paneer
RST00992,Katsu Corner Khalidiyah,Japanese,Abu Dhabi,Khalidiyah,381,36,9.45,44.5,154.93,0.349,0.843,10,Tonkotsu Ramen
RST00995,Edo Japanese Jumeirah,Japanese,Dubai,Jumeirah,372,23,6.18,42.98,152.57,0.303,0.986,10,Matcha Ice Cream
RST01012,Al Safadi Downtown,Arabic,Dubai,Downtown,377,30,7.96,43.89,295.73,0.332,0.871,10,Hummus Platter
RST01019,Punjab Grill Al Nahda,Indian,Sharjah,Al Nahda,386,43,11.14,41.77,56.06,0.372,0.751,10,Samosa (2pcs)
RST01020,Vesuvio Kitchen Business Bay,Italian,Dubai,Business Bay,379,57,15.04,41.16,143.82,0.426,0.515,10,Risotto ai Funghi
RST01025,Adobo House Al Majaz,Filipino,Sharjah,Al Majaz,387,46,11.89,41.86,48.91,0.336,0.877,10,Chicken Adobo
RST01034,Arabian Nights Kitchen Mohammed Bin Zayed City,Arabic,Abu Dhabi,Mohammed Bin Zayed City,396,38,9.6,43.52,63.57,0.344,0.867,10,Machboos
RST01035,Shawarma Station Dubai Hills,Arabic,Dubai,Dubai Hills,368,35,9.51,41.16,294.63,0.336,0.861,10,Dates & Karak
RST01045,BBQ Smokehouse Al Reef,American,Abu Dhabi,Al Reef,394,33,8.38,43.48,61.37,0.353,0.827,10,Mac & Cheese
RST01056,All American Diner Mirdif,American,Dubai,Mirdif,375,35,9.33,44.54,116.77,0.338,0.909,10,Classic Smash Burger
RST01063,Lahori Chaska Motor City,Pakistani,Dubai,Motor City,378,53,14.02,41.76,104.27,0.443,0.449,10,Karahi Chicken
RST01071,Wok to Walk Satwa,Chinese,Dubai,Satwa,432,32,7.41,43.66,54.23,0.339,0.863,10,Mapo Tofu
RST01100,Adobo House Deira,Filipino,Dubai,Deira,376,38,10.11,42.47,50.55,0.384,0.694,10,Halo Halo
RST01104,Spice Route Mohammed Bin Zayed City,Indian,Abu Dhabi,Mohammed Bin Zayed City,385,63,16.36,42.25,55.52,0.417,0.544,10,Lamb Rogan Josh
RST01121,Chai & Spice Khalifa City,Indian,Abu Dhabi,Khalifa City,403,34,8.44,43.37,111.32,0.375,0.76,10,Dal Makhani
RST01123,Leila Restaurant Deira,Lebanese,Dubai,Deira,401,31,7.73,42.57,58.28,0.321,0.928,10,Knafeh
RST01126,Patty Perfect Jumeirah Village Circle,American,Dubai,Jumeirah Village Circle,427,48,11.24,42.75,115.5,0.339,0.856,10,BBQ Chicken Wings
RST01130,Burger District Silicon Oasis,American,Dubai,Silicon Oasis,364,30,8.24,43.35,58.69,0.317,0.905,10,Crispy Chicken Sandwich
RST01132,Bollywood Bites Palm Jumeirah,Indian,Dubai,Palm Jumeirah,380,42,11.05,41.81,248.66,0.409,0.547,10,Chicken Biryani
RST01136,Golden Dragon Palm Jumeirah,Chinese,Dubai,Palm Jumeirah,396,39,9.85,43.1,232.1,0.404,0.606,10,Mapo Tofu
RST01145,Namaste Kitchen Jumeirah Village Circle,Indian,Dubai,Jumeirah Village Circle,365,37,10.14,43.64,109.96,0.336,0.914,10,Samosa (2pcs)
RST01147,Bombay Kitchen Al Khalidiyah,Indian,Abu Dhabi,Al Khalidiyah,390,32,8.21,42.83,120.36,0.331,0.904,10,Palak Paneer
RST01152,Mandi House Satwa,Arabic,Dubai,Satwa,361,42,11.63,42.47,64.46,0.387,0.704,10,Hummus Platter
RST01173,Karachi Darbar Jumeirah,Pakistani,Dubai,Jumeirah,389,40,10.28,42.22,101.56,0.359,0.771,10,Sheer Khurma
RST01181,Desi Zaika Muwaileh,Pakistani,Sharjah,Muwaileh,398,42,10.55,42.88,52.11,0.409,0.601,10,Nihari
RST01182,Bombay Kitchen Jumeirah Village Circle,Indian,Dubai,Jumeirah Village Circle,361,31,8.59,42.18,111.96,0.327,0.926,10,Samosa (2pcs)
RST01200,BBQ Smokehouse Khalidiyah,American,Abu Dhabi,Khalidiyah,376,45,11.97,44.26,121.98,0.372,0.718,10,Loaded Fries
RST01204,Pizza Express Dubai Creek Harbour,Italian,Dubai,Creek Harbour,378,56,14.81,42.75,325.23,0.418,0.551,10,Risotto ai Funghi
RST01211,Suhoor Lounge Electra Street,Arabic,Abu Dhabi,Electra Street,375,33,8.8,43.01,124.04,0.381,0.71,10,Lamb Mandi
RST01214,Amalfi Table Karama,Italian,Dubai,Karama,375,36,9.6,41.28,72.08,0.366,0.769,10,Bruschetta
RST01223,Manila Garden Bur Dubai,Filipino,Dubai,Bur Dubai,378,40,10.58,43.25,51.9,0.401,0.634,10,Crispy Pata
RST01226,Punjab Grill Oud Metha,Indian,Dubai,Oud Metha,407,38,9.34,42.0,117.73,0.38,0.681,10,Gulab Jamun
RST01252,Chai & Spice Shahama,Indian,Abu Dhabi,Shahama,391,60,15.35,43.39,55.33,0.419,0.519,10,Mango Lassi
RST01255,Al Safadi Al Nahda,Arabic,Sharjah,Al Nahda,351,37,10.54,41.53,62.18,0.389,0.666,10,Chicken Shawarma
RST01268,Ihaw Ihaw Deira,Filipino,Dubai,Deira,409,44,10.76,41.12,50.71,0.351,0.818,10,Crispy Pata
RST01274,Bollywood Bites Arabian Ranches,Indian,Dubai,Arabian Ranches,386,53,13.73,43.81,114.53,0.443,0.49,10,Samosa (2pcs)
RST01276,Jollibee Express Electra Street,Filipino,Abu Dhabi,Electra Street,372,49,13.17,42.86,94.48,0.445,0.421,10,Lechon Kawali
RST01292,Tokyo Kitchen Deira,Japanese,Dubai,Deira,405,45,11.11,41.88,77.26,0.47,0.335,10,Dragon Roll
RST01293,Al Safadi Marina,Arabic,Dubai,Marina,391,38,9.72,42.8,302.76,0.375,0.745,10,Hummus Platter
RST01302,Sisig Station Business Bay,Filipino,Dubai,Business Bay,385,41,10.65,43.97,101.25,0.4,0.633,10,Chicken Adobo
RST01315,Tandoor House Al Taawun,Indian,Sharjah,Al Taawun,379,44,11.61,41.45,59.58,0.341,0.837,10,Palak Paneer
RST01320,Burger District Motor City,American,Dubai,Motor City,387,59,15.25,41.79,126.73,0.43,0.505,10,Crispy Chicken Sandwich
RST01322,Yakitori Yoshi JLT,Japanese,Dubai,JLT,415,49,11.81,43.2,154.29,0.39,0.665,10,Yakitori Skewers
RST01354,Cedar Tree Al Shamkha,Lebanese,Abu Dhabi,Al Shamkha,360,37,10.28,42.04,57.26,0.336,0.89,10,Kafta Wrap
RST01368,Noodle Bar Shanghai Masdar City,Chinese,Abu Dhabi,Masdar City,402,35,8.71,41.55,110.14,0.381,0.675,10,Steamed Dumplings
RST01369,Arabian Nights Kitchen Dubai Hills,Arabic,Dubai,Dubai Hills,363,39,10.74,44.38,303.2,0.373,0.742,10,Kabsa
RST01377,Jade Garden Al Quoz,Chinese,Dubai,Al Quoz,374,51,13.64,43.93,55.77,0.378,0.704,10,Mapo Tofu
RST01395,Curry Leaf Business Bay,Indian,Dubai,Business Bay,410,43,10.49,43.23,116.29,0.407,0.615,10,Chicken Biryani
RST01396,Mezze House Jumeirah Village Circle,Lebanese,Dubai,Jumeirah Village Circle,379,37,9.76,43.48,115.41,0.352,0.862,10,Mezze Platter
RST01402,Burger District Deira,American,Dubai,Deira,390,42,10.77,43.62,59.91,0.368,0.759,10,BBQ Chicken Wings
RST01471,Jade Garden Jumeirah,Chinese,Dubai,Jumeirah,401,40,9.98,42.71,114.27,0.383,0.7,10,Peking Duck Wrap
RST01476,Pad Thai House Al Furjan,Thai,Dubai,Al Furjan,389,33,8.48,43.44,104.45,0.329,0.915,5,Tom Yum Soup
RST01478,Tandoor House Yas Island,Indian,Abu Dhabi,Yas Island,393,55,13.99,42.82,252.22,0.377,0.704,10,Garlic Naan
RST01484,Edo Japanese Mohammed Bin Zayed City,Japanese,Abu Dhabi,Mohammed Bin Zayed City,395,34,8.61,41.78,75.8,0.321,0.921,10,Edamame
RST01491,Dim Sum Palace Saadiyat Island,Chinese,Abu Dhabi,Saadiyat Island,371,47,12.67,44.01,219.41,0.39,0.677,10,Fried Rice Special
RST01497,Royal Biryani House Al Khalidiyah,Indian,Abu Dhabi,Al Khalidiyah,379,40,10.55,43.31,120.88,0.375,0.71,10,Chicken Tikka Masala
RST01525,Al Safadi Business Bay,Arabic,Dubai,Business Bay,402,54,13.43,44.33,128.01,0.405,0.633,10,Mixed Grill
RST01541,All American Diner Khalidiyah,American,Abu Dhabi,Khalidiyah,372,41,11.02,45.12,124.06,0.39,0.719,10,Crispy Chicken Sandwich
RST01543,Al Hamra Pakistani Downtown,Pakistani,Dubai,Downtown,422,58,13.74,43.13,215.35,0.37,0.708,10,Daal Chawal
RST01545,Al Fanar Al Raha Beach,Arabic,Abu Dhabi,Al Raha Beach,368,35,9.51,42.87,294.35,0.357,0.824,10,Mixed Grill
RST01546,Delhi Darbar Silicon Oasis,Indian,Dubai,Silicon Oasis,368,35,9.51,42.07,58.2,0.375,0.698,10,Butter Chicken
RST01551,Tokyo Kitchen Jumeirah,Japanese,Dubai,Jumeirah,399,44,11.03,43.79,151.05,0.428,0.492,10,Yakitori Skewers
RST01572,Patty Perfect Motor City,American,Dubai,Motor City,411,46,11.19,44.21,125.22,0.372,0.739,10,Classic Smash Burger
RST01576,Maharaja Palace Muwaileh,Indian,Sharjah,Muwaileh,365,36,9.86,41.82,56.3,0.348,0.864,10,Mango Lassi
RST01582,BBQ Smokehouse Al Majaz,American,Sharjah,Al Majaz,360,42,11.67,41.59,61.32,0.428,0.483,10,Crispy Chicken Sandwich
RST01588,Vesuvio Kitchen Business Bay,Italian,Dubai,Business Bay,375,32,8.53,43.75,141.22,0.338,0.849,10,Lasagne al Forno
RST01590,All American Diner Al Zaab,American,Abu Dhabi,Al Zaab,388,53,13.66,43.49,60.31,0.37,0.707,10,Crispy Chicken Sandwich
RST01598,Desi Zaika Electra Street,Pakistani,Abu Dhabi,Electra Street,397,51,12.85,42.13,97.76,0.405,0.632,10,Nihari
RST01601,Karachi Darbar Business Bay,Pakistani,Dubai,Business Bay,349,34,9.74,43.06,106.77,0.362,0.788,10,Sheer Khurma
RST01606,Delhi Darbar Al Majaz,Indian,Sharjah,Al Majaz,439,34,7.74,41.76,59.27,0.33,0.889,10,Butter Chicken
RST01609,Al Safadi Marina,Arabic,Dubai,Marina,428,36,8.41,42.3,285.88,0.361,0.807,10,Lamb Mandi
RST01615,Tawlet Motor City,Lebanese,Dubai,Motor City,349,29,8.31,41.69,108.65,0.342,0.829,10,Manakeesh Zaatar
RST01622,Edo Japanese Marina,Japanese,Dubai,Marina,421,47,11.16,43.92,370.13,0.381,0.681,10,Yakitori Skewers
RST01626,Bella Napoli Marina,Italian,Dubai,Marina,379,38,10.03,44.53,341.81,0.374,0.71,10,Cannoli Siciliani
RST01634,Desi Zaika Business Bay,Pakistani,Dubai,Business Bay,376,53,14.1,41.44,105.99,0.433,0.492,10,Mutton Biryani
RST01650,Smash & Stack Nad Al Sheba,American,Dubai,Nad Al Sheba,390,51,13.08,42.64,121.29,0.463,0.353,10,Chocolate Milkshake
RST01661,Curry Leaf Al Nahda,Indian,Sharjah,Al Nahda,426,44,10.33,44.54,58.52,0.408,0.566,10,Chicken Tikka Masala
RST01664,Bombay Kitchen Silicon Oasis,Indian,Dubai,Silicon Oasis,404,51,12.62,43.1,57.46,0.405,0.596,10,Palak Paneer
RST01678,The Wing Co Arabian Ranches,American,Dubai,Arabian Ranches,376,39,10.37,43.44,122.24,0.364,0.774,10,Beef Hot Dog
RST01680,BBQ Tonight Motor City,Pakistani,Dubai,Motor City,410,46,11.22,42.57,103.99,0.414,0.597,10,Nihari
RST01685,Capricciosa Yas Island,Italian,Abu Dhabi,Yas Island,373,60,16.09,41.76,326.97,0.454,0.403,10,Risotto ai Funghi
RST01691,Namaste Kitchen Al Nahda,Indian,Sharjah,Al Nahda,383,21,5.48,42.71,56.25,0.312,0.947,10,Samosa (2pcs)
RST01710,Burger District Al Reef,American,Abu Dhabi,Al Reef,370,42,11.35,41.81,63.7,0.336,0.877,10,Mac & Cheese
RST01729,Capricciosa Motor City,Italian,Dubai,Motor City,385,40,10.39,41.86,136.95,0.356,0.821,10,Chicken Parmigiana
RST01744,Fattoush Kitchen Downtown,Lebanese,Dubai,Downtown,386,30,7.77,42.05,227.83,0.329,0.904,10,Lamb Kibbeh
RST01747,The Wing Co Al Reef,American,Abu Dhabi,Al Reef,381,50,13.12,45.46,58.81,0.426,0.541,10,Loaded Fries
RST01748,Noodle Bar Shanghai Al Jurf,Chinese,Ajman,Al Jurf,405,32,7.9,41.87,52.78,0.334,0.862,10,Beef Chow Mein
RST01750,All American Diner Dubai Hills,American,Dubai,Dubai Hills,405,37,9.14,43.72,254.25,0.386,0.695,10,Chocolate Milkshake
RST01757,Edo Japanese JLT,Japanese,Dubai,JLT,386,38,9.84,44.15,156.92,0.387,0.675,10,Salmon Sushi Roll
RST01814,Delhi Darbar Al Taawun,Indian,Sharjah,Al Taawun,404,61,15.1,41.77,58.87,0.471,0.367,10,Palak Paneer
RST01819,Al Dawaar Grill Arabian Ranches,Arabic,Dubai,Arabian Ranches,411,63,15.33,43.72,126.71,0.454,0.441,10,Chicken Shawarma
RST01832,Five Guys Kitchen Marina,American,Dubai,Marina,365,42,11.51,41.3,272.18,0.401,0.604,10,Philly Cheesesteak
RST01836,Dumpling Republic Muwaileh,Chinese,Sharjah,Muwaileh,374,71,18.98,43.11,53.52,0.45,0.425,10,Sweet & Sour Pork
RST01845,Namaste Kitchen Muwaileh,Indian,Sharjah,Muwaileh,366,40,10.93,42.14,55.22,0.358,0.795,10,Garlic Naan
RST01846,Bangkok Bites Al Majaz,Thai,Sharjah,Al Majaz,388,59,15.21,43.16,54.25,0.448,0.44,5,Pad Thai
RST01847,Dumpling Republic Motor City,Chinese,Dubai,Motor City,405,41,10.12,42.4,106.01,0.36,0.813,10,Steamed Dumplings
RST01851,Pampanga Kitchen Business Bay,Filipino,Dubai,Business Bay,381,33,8.66,42.63,95.61,0.323,0.963,10,Sinigang na Baboy
RST01870,Five Guys Kitchen Business Bay,American,Dubai,Business Bay,398,46,11.56,42.27,121.04,0.357,0.815,10,Loaded Fries
RST01883,Spice Route Marina,Indian,Dubai,Marina,372,46,12.37,43.38,250.32,0.377,0.741,10,Gulab Jamun
RST01887,Golden Curry Al Nahda,Indian,Sharjah,Al Nahda,399,49,12.28,43.04,60.34,0.404,0.618,10,Gulab Jamun
RST01906,Katsu Corner Al Barsha,Japanese,Dubai,Al Barsha,405,51,12.59,43.74,150.33,0.413,0.602,10,Dragon Roll
