user_id,total_orders,avg_order_value,total_spend,total_cancellations,cancellation_rate_pct,weekend_orders,ramadan_orders,avg_delivery_duration,avg_risk_score,user_subscription,city,payment_method,churn_risk,top_cuisine
USR007511,11,110.78,1218.61,2,18.18,1,4,47.89,0.392,1,Dubai,In-App Wallet,1,Indian
USR007515,25,108.49,2712.33,4,16.0,5,1,43.88,0.366,1,Sharjah,Apple Pay,0,Indian
USR007516,32,111.71,3574.58,0,0.0,10,3,39.28,0.326,1,Dubai,Apple Pay,0,Indian
USR007519,31,121.28,3759.55,3,9.68,9,3,39.27,0.349,1,Dubai,In-App Wallet,0,Indian
USR007524,27,122.23,3300.24,2,7.41,8,1,38.64,0.38,0,Dubai,Debit Card,0,Indian
USR007526,30,97.71,2931.24,6,20.0,14,1,49.6,0.37,0,Dubai,Credit Card,0,Indian
USR007528,35,111.27,3894.43,4,11.43,10,4,40.45,0.399,0,Abu Dhabi,Credit Card,0,Indian
USR007531,18,95.93,1726.78,1,5.56,5,2,41.57,0.382,1,Abu Dhabi,Credit Card,1,Indian
USR007536,20,187.19,3743.79,1,5.0,7,1,46.38,0.399,1,Abu Dhabi,Credit Card,0,Indian
USR007548,30,124.57,3737.04,4,13.33,8,2,41.13,0.41,1,Sharjah,Apple Pay,0,Indian
USR007550,31,79.54,2465.74,5,16.13,9,1,41.86,0.37,0,Dubai,In-App Wallet,0,Indian
USR007551,28,119.57,3347.92,1,3.57,12,2,38.54,0.385,1,Sharjah,Apple Pay,0,Indian
USR007553,19,123.12,2339.3,3,15.79,5,0,49.48,0.396,0,Dubai,Credit Card,0,Indian
USR007556,32,113.75,3640.13,3,9.38,7,4,43.98,0.375,1,Dubai,Apple Pay,0,Indian
USR007557,20,113.58,2271.59,3,15.0,12,1,39.65,0.386,1,Dubai,Credit Card,1,Chinese
USR007559,20,162.24,3244.85,0,0.0,5,3,43.53,0.39,0,Dubai,Credit Card,1,American
USR007560,27,127.7,3447.91,5,18.52,7,1,38.21,0.33,1,Sharjah,Apple Pay,0,Lebanese
USR007563,33,122.0,4025.87,4,12.12,11,4,43.99,0.362,0,Dubai,Credit Card,0,Filipino
USR007566,22,85.62,1883.71,1,4.55,5,1,37.48,0.379,0,Dubai,Credit Card,0,Indian
USR007568,28,116.43,3260.09,1,3.57,7,2,43.45,0.364,1,Abu Dhabi,Apple Pay,0,American
USR007570,33,147.68,4873.41,4,12.12,10,3,39.48,0.397,1,Dubai,Credit Card,0,Indian
USR007577,32,109.61,3507.41,2,6.25,4,2,36.52,0.369,0,Dubai,Credit Card,0,Indian
USR007579,15,79.51,1192.69,2,13.33,3,1,42.15,0.34,0,Dubai,In-App Wallet,0,Chinese
USR007586,25,118.36,2959.03,0,0.0,10,4,41.45,0.388,0,Abu Dhabi,Apple Pay,0,Indian
USR007604,30,96.54,2896.13,5,16.67,8,2,42.89,0.338,1,Abu Dhabi,Credit Card,0,Indian
USR007609,38,121.91,4632.75,4,10.53,9,3,43.64,0.412,1,Dubai,In-App Wallet,0,Indian
USR007617,18,86.21,1551.81,2,11.11,1,0,54.53,0.38,1,Ajman,Apple Pay,0,Indian
USR007625,29,134.78,3908.57,2,6.9,10,3,43.44,0.407,1,Dubai,Credit Card,0,Pakistani
USR007631,25,105.36,2633.88,1,4.0,10,3,46.23,0.39,1,Sharjah,Apple Pay,0,Indian
USR007636,39,129.97,5068.92,3,7.69,8,2,44.98,0.391,1,Dubai,In-App Wallet,0,Indian
USR007637,16,125.41,2006.58,2,12.5,4,1,37.64,0.412,0,Dubai,Credit Card,0,Arabic
USR007638,16,121.0,1935.97,2,12.5,5,2,48.13,0.41,0,Abu Dhabi,Apple Pay,1,Arabic
USR007639,33,144.93,4782.71,2,6.06,10,1,38.75,0.402,0,Dubai,Credit Card,0,Indian
USR007642,28,160.06,4481.74,5,17.86,9,2,38.41,0.36,0,Abu Dhabi,Credit Card,0,Indian
USR007649,29,129.95,3768.65,3,10.34,8,2,39.13,0.381,0,Dubai,Apple Pay,0,Indian
USR007651,19,168.67,3204.79,2,10.53,5,3,46.53,0.39,1,Dubai,Apple Pay,0,Indian
USR007659,37,109.5,4051.64,5,13.51,11,4,43.99,0.383,1,Dubai,Credit Card,0,Indian
USR007666,14,154.71,2165.92,2,14.29,3,3,46.01,0.364,1,Abu Dhabi,Apple Pay,1,Indian
USR007667,32,170.27,5448.69,1,3.13,6,2,47.54,0.375,1,Dubai,Apple Pay,0,Indian
USR007669,15,139.6,2093.95,5,33.33,6,0,47.04,0.366,1,Abu Dhabi,In-App Wallet,1,Italian
USR007670,44,122.86,5405.72,6,13.64,10,2,44.72,0.369,1,Dubai,Apple Pay,0,Indian
USR007675,35,143.04,5006.48,8,22.86,9,0,42.4,0.37,1,Dubai,Apple Pay,0,Indian
USR007682,29,120.93,3507.0,4,13.79,7,3,46.89,0.41,0,Sharjah,Credit Card,0,Indian
USR007683,23,150.1,3452.2,1,4.35,5,3,40.41,0.366,0,Ajman,Apple Pay,0,Indian
USR007690,22,111.27,2447.93,1,4.55,2,1,39.17,0.396,1,Abu Dhabi,Apple Pay,0,Lebanese
USR007698,26,102.39,2662.22,2,7.69,9,0,41.48,0.37,1,Dubai,Debit Card,0,Arabic
USR007712,29,107.11,3106.11,3,10.34,10,2,43.48,0.374,1,Abu Dhabi,Apple Pay,0,Lebanese
USR007714,40,152.2,6088.16,3,7.5,4,5,42.35,0.367,1,Abu Dhabi,Credit Card,0,Indian
USR007721,29,155.95,4522.55,1,3.45,9,1,39.49,0.351,1,Abu Dhabi,Apple Pay,0,Indian
USR007726,36,133.97,4822.97,8,22.22,10,2,47.01,0.362,1,Dubai,In-App Wallet,0,Indian
USR007730,28,144.98,4059.53,0,0.0,8,4,46.15,0.373,1,Abu Dhabi,Apple Pay,0,Indian
USR007732,17,99.79,1696.49,2,11.76,8,2,36.32,0.412,0,Abu Dhabi,In-App Wallet,1,Pakistani
USR007733,33,133.1,4392.23,4,12.12,11,2,39.08,0.37,0,Sharjah,Apple Pay,0,Indian
USR007736,34,108.01,3672.29,2,5.88,10,1,43.41,0.364,1,Abu Dhabi,Apple Pay,0,Indian
USR007738,35,92.93,3252.72,4,11.43,7,1,46.95,0.401,1,Dubai,Credit Card,0,Indian
USR007741,16,159.89,2558.3,0,0.0,7,2,39.49,0.353,0,Abu Dhabi,Credit Card,1,Indian
USR007745,20,102.26,2045.28,0,0.0,6,4,40.81,0.374,1,Dubai,Credit Card,0,Arabic
USR007750,12,109.52,1314.26,3,25.0,4,3,51.07,0.408,1,Abu Dhabi,Debit Card,1,Chinese
USR007752,25,123.77,3094.25,1,4.0,5,3,40.27,0.398,0,Ajman,Debit Card,0,Indian
USR007762,21,128.26,2693.52,2,9.52,7,3,42.16,0.365,1,Dubai,Credit Card,0,Indian
USR007763,31,130.04,4031.1,6,19.35,7,4,35.96,0.366,1,Dubai,Apple Pay,0,Indian
USR007764,29,171.82,4982.84,2,6.9,8,0,40.12,0.369,1,Dubai,Credit Card,0,Indian
USR007767,32,131.14,4196.47,4,12.5,9,2,43.8,0.378,1,Dubai,Apple Pay,0,Indian
USR007772,22,146.35,3219.75,0,0.0,6,3,42.07,0.404,0,Dubai,Apple Pay,0,American
USR007775,32,125.54,4017.39,2,6.25,11,3,37.83,0.379,0,Abu Dhabi,Credit Card,0,Indian
USR007778,25,106.88,2671.99,2,8.0,5,1,43.88,0.349,1,Dubai,Credit Card,0,Indian
USR007780,33,131.79,4348.97,2,6.06,9,3,42.02,0.378,1,Dubai,Debit Card,0,Indian
USR007787,25,92.88,2322.05,2,8.0,8,2,47.72,0.382,0,Dubai,Apple Pay,0,Indian
USR007800,20,193.61,3872.25,3,15.0,6,2,41.23,0.42,1,Dubai,Debit Card,1,Indian
USR007802,17,130.3,2215.07,2,11.76,5,3,37.95,0.348,0,Dubai,Apple Pay,1,Indian
USR007806,27,126.23,3408.31,1,3.7,10,3,37.54,0.355,1,Ajman,Apple Pay,0,American
USR007820,29,91.85,2663.69,3,10.34,6,0,45.01,0.397,0,Dubai,Debit Card,0,Indian
USR007822,25,132.95,3323.83,3,12.0,7,1,51.31,0.428,1,Sharjah,Debit Card,0,Indian
USR007826,33,122.39,4039.0,3,9.09,8,3,40.33,0.361,0,Sharjah,Debit Card,0,Indian
USR007830,30,96.42,2892.73,1,3.33,6,5,41.78,0.388,0,Dubai,Debit Card,0,Pakistani
USR007833,14,116.38,1629.38,2,14.29,7,3,52.6,0.413,1,Abu Dhabi,Apple Pay,1,Indian
USR007837,18,84.5,1520.92,3,16.67,5,3,41.76,0.39,1,Ajman,Apple Pay,1,Indian
USR007840,13,215.86,2806.2,1,7.69,3,0,45.05,0.382,0,Abu Dhabi,Credit Card,1,Italian
USR007842,28,106.86,2992.01,7,25.0,8,0,41.86,0.353,1,Abu Dhabi,Debit Card,0,Indian
USR007847,21,101.65,2134.72,2,9.52,6,0,48.34,0.383,0,Dubai,Credit Card,0,Indian
USR007854,33,155.35,5126.43,4,12.12,9,4,43.18,0.348,1,Dubai,Credit Card,0,Indian
USR007859,25,137.69,3442.37,1,4.0,8,2,40.41,0.397,1,Dubai,Apple Pay,0,Pakistani
USR007863,27,113.33,3059.84,1,3.7,6,1,34.0,0.373,1,Dubai,Credit Card,0,Indian
USR007865,33,105.69,3487.65,4,12.12,8,1,42.97,0.391,1,Dubai,Apple Pay,0,Chinese
USR007866,33,120.29,3969.66,3,9.09,6,2,41.46,0.362,1,Dubai,Credit Card,0,Indian
USR007870,22,119.69,2633.22,1,4.55,10,1,44.93,0.389,1,Dubai,In-App Wallet,0,Indian
USR007872,31,157.2,4873.05,2,6.45,10,5,41.43,0.353,1,Abu Dhabi,Credit Card,0,Indian
USR007875,13,134.22,1744.92,4,30.77,4,0,31.21,0.37,1,Abu Dhabi,Credit Card,1,Indian
USR007877,29,100.3,2908.75,5,17.24,6,2,48.91,0.367,0,Dubai,Credit Card,0,Indian
USR007885,29,101.27,2936.94,8,27.59,12,1,38.54,0.374,0,Dubai,Credit Card,0,Indian
USR007887,38,97.59,3708.43,5,13.16,7,0,40.89,0.383,0,Abu Dhabi,In-App Wallet,0,Indian
USR007890,27,112.38,3034.37,4,14.81,5,1,43.09,0.358,1,Sharjah,Credit Card,0,Indian
USR007891,26,127.54,3316.17,0,0.0,9,6,44.07,0.349,0,Sharjah,Credit Card,1,Arabic
USR007892,14,85.32,1194.41,3,21.43,6,2,38.77,0.351,1,Abu Dhabi,In-App Wallet,1,Pakistani
USR007894,28,163.44,4576.3,5,17.86,4,2,47.98,0.378,1,Sharjah,Credit Card,0,Indian
USR007897,32,103.16,3301.08,1,3.13,13,4,42.26,0.382,1,Ajman,Debit Card,0,Indian
USR007899,14,116.17,1626.35,1,7.14,6,0,41.45,0.39,1,Sharjah,Debit Card,1,Indian
USR007900,22,107.0,2353.98,3,13.64,4,3,37.34,0.357,1,Dubai,Credit Card,0,Arabic
USR007901,16,159.18,2546.85,1,6.25,2,1,47.73,0.406,0,Ajman,Apple Pay,1,Indian
USR007904,26,115.08,2992.13,1,3.85,7,5,42.09,0.408,0,Dubai,Apple Pay,0,Indian
USR007906,9,96.1,864.89,1,11.11,2,1,48.09,0.346,0,Dubai,Debit Card,1,American
USR007914,32,133.15,4260.66,3,9.38,9,4,40.37,0.366,1,Abu Dhabi,Debit Card,0,Indian
USR007918,37,103.61,3833.45,6,16.22,8,3,43.66,0.359,1,Dubai,Apple Pay,0,Indian
USR007919,39,128.9,5027.19,5,12.82,9,3,44.32,0.375,1,Dubai,Apple Pay,0,Indian
USR007925,24,127.88,3069.17,4,16.67,8,0,45.96,0.4,1,Sharjah,Debit Card,0,Indian
USR007926,24,154.86,3716.63,1,4.17,11,2,41.95,0.349,1,Dubai,In-App Wallet,0,Indian
USR007927,30,127.85,3835.55,4,13.33,5,1,46.15,0.399,0,Abu Dhabi,In-App Wallet,0,Indian
USR007930,33,95.96,3166.74,0,0.0,9,4,41.18,0.352,0,Dubai,Apple Pay,0,American
USR007931,16,127.17,2034.79,2,12.5,7,3,28.85,0.325,1,Dubai,In-App Wallet,1,Indian
USR007935,20,148.14,2962.75,2,10.0,3,7,33.71,0.33,1,Dubai,Credit Card,1,Arabic
USR007937,13,154.22,2004.81,0,0.0,5,1,42.42,0.379,0,Dubai,In-App Wallet,1,Arabic
USR007947,20,158.94,3178.75,3,15.0,2,3,37.27,0.314,1,Dubai,Apple Pay,0,Indian
USR007950,13,124.23,1614.93,2,15.38,3,2,38.65,0.367,1,Dubai,Credit Card,1,Indian
USR007967,23,96.44,2218.23,3,13.04,6,3,38.3,0.395,1,Abu Dhabi,Credit Card,0,Indian
USR007969,28,120.13,3363.53,5,17.86,10,4,39.81,0.371,1,Dubai,Credit Card,0,Indian
USR007979,34,117.73,4002.7,3,8.82,13,3,54.33,0.399,0,Dubai,Credit Card,0,Indian
USR007984,27,104.67,2825.99,4,14.81,8,2,44.06,0.377,1,Ajman,Credit Card,0,Indian
USR007985,28,132.72,3716.14,3,10.71,7,2,38.51,0.384,1,Dubai,Apple Pay,0,Indian
USR007989,32,154.29,4937.3,2,6.25,10,5,46.48,0.394,1,Abu Dhabi,In-App Wallet,0,Indian
USR007993,26,129.69,3371.86,1,3.85,6,4,43.67,0.368,0,Sharjah,Credit Card,0,Indian
USR007998,22,97.63,2147.97,5,22.73,4,2,45.63,0.348,1,Dubai,Debit Card,0,Arabic
USR008000,35,101.11,3538.76,3,8.57,9,0,46.8,0.377,1,Abu Dhabi,Apple Pay,0,Indian
USR008001,31,134.4,4166.43,3,9.68,7,0,41.74,0.395,0,Ajman,Credit Card,0,Indian
USR008002,20,144.27,2885.35,2,10.0,5,1,39.84,0.378,0,Dubai,Apple Pay,0,Indian
USR008005,26,77.62,2018.11,4,15.38,7,2,42.89,0.37,1,Dubai,Debit Card,0,Arabic
USR008010,18,159.57,2872.17,1,5.56,3,4,39.63,0.394,1,Dubai,Credit Card,1,Indian
USR008011,26,142.66,3709.19,2,7.69,7,1,47.92,0.414,1,Sharjah,Credit Card,0,Indian
USR008016,13,152.07,1976.87,2,15.38,5,2,45.31,0.362,1,Dubai,Apple Pay,1,Indian
USR008024,10,129.61,1296.07,2,20.0,3,1,46.09,0.408,1,Dubai,Apple Pay,1,Pakistani
USR008029,16,161.28,2580.43,0,0.0,4,2,39.64,0.325,1,Dubai,Credit Card,1,Indian
USR008036,40,133.95,5358.07,8,20.0,15,4,39.75,0.378,1,Dubai,Credit Card,0,Indian
USR008039,33,148.12,4888.07,3,9.09,8,3,40.05,0.379,1,Dubai,Apple Pay,0,Indian
USR008042,31,137.35,4258.0,2,6.45,8,6,43.92,0.396,0,Sharjah,Credit Card,0,Indian
USR008047,26,83.48,2170.39,3,11.54,13,1,37.52,0.347,0,Dubai,Apple Pay,0,Indian
USR008052,22,107.47,2364.3,4,18.18,3,3,40.9,0.4,0,Dubai,In-App Wallet,0,Indian
USR008054,17,115.31,1960.32,6,35.29,5,1,38.16,0.368,1,Dubai,In-App Wallet,1,Arabic
USR008059,14,102.82,1439.42,0,0.0,5,1,44.47,0.376,1,Sharjah,Apple Pay,1,Arabic
USR008066,12,155.27,1863.2,0,0.0,1,2,45.01,0.365,1,Abu Dhabi,Credit Card,1,American
USR008068,28,171.33,4797.23,1,3.57,5,3,46.21,0.378,1,Sharjah,In-App Wallet,0,Arabic
USR008082,25,130.06,3251.47,2,8.0,9,2,45.15,0.409,1,Dubai,Credit Card,0,Indian
USR008088,14,119.43,1672.0,1,7.14,4,4,44.51,0.418,1,Ajman,Apple Pay,1,Indian
USR008092,29,108.46,3145.23,3,10.34,5,0,36.96,0.357,0,Sharjah,Apple Pay,0,Pakistani
USR008097,22,134.5,2958.94,2,9.09,5,2,40.53,0.358,0,Abu Dhabi,Apple Pay,0,Indian
USR008108,45,123.19,5543.63,5,11.11,15,4,41.36,0.355,1,Abu Dhabi,Apple Pay,0,Indian
USR008114,26,107.71,2800.39,2,7.69,7,1,49.11,0.436,0,Abu Dhabi,Credit Card,0,Pakistani
USR008118,26,118.64,3084.73,4,15.38,6,5,46.48,0.372,1,Ajman,In-App Wallet,0,Indian
USR008123,20,92.13,1842.59,1,5.0,6,2,41.55,0.431,0,Dubai,In-App Wallet,1,Indian
USR008125,25,161.91,4047.66,0,0.0,7,2,45.15,0.382,0,Sharjah,Credit Card,0,Pakistani
USR008127,33,178.55,5892.21,2,6.06,11,3,44.22,0.373,1,Sharjah,Credit Card,0,Indian
USR008129,12,169.7,2036.35,5,41.67,4,0,53.86,0.395,1,Dubai,Apple Pay,1,Indian
USR008134,22,109.63,2411.79,2,9.09,3,1,44.58,0.346,1,Abu Dhabi,Apple Pay,0,Indian
USR008137,24,100.08,2401.98,5,20.83,4,1,39.61,0.376,1,Abu Dhabi,Apple Pay,0,Indian
USR008140,27,100.49,2713.1,4,14.81,9,0,44.8,0.332,1,Dubai,Credit Card,0,Indian
USR008143,20,148.56,2971.24,1,5.0,1,2,38.1,0.395,1,Abu Dhabi,In-App Wallet,0,Lebanese
USR008150,16,137.64,2202.28,2,12.5,6,1,49.79,0.394,0,Dubai,Apple Pay,1,Indian
USR008154,24,143.38,3441.14,2,8.33,9,1,41.87,0.333,0,Dubai,Apple Pay,0,Italian
USR008159,16,120.19,1923.08,0,0.0,6,2,37.38,0.338,0,Dubai,Credit Card,1,Indian
USR008162,27,127.96,3455.0,2,7.41,9,2,45.37,0.392,0,Ajman,Apple Pay,0,American
USR008163,32,139.38,4460.27,3,9.38,8,2,42.04,0.354,0,Dubai,Apple Pay,0,Indian
USR008165,36,82.2,2959.36,2,5.56,11,9,42.73,0.375,1,Sharjah,Credit Card,0,Indian
USR008171,28,129.36,3621.95,4,14.29,9,1,44.5,0.38,0,Dubai,Apple Pay,0,Indian
USR008172,26,91.74,2385.36,4,15.38,8,1,45.17,0.386,0,Dubai,Credit Card,0,Arabic
USR008179,28,163.18,4568.99,3,10.71,10,2,47.9,0.396,1,Dubai,Apple Pay,0,Indian
USR008181,25,124.44,3110.91,6,24.0,8,2,44.51,0.391,0,Sharjah,In-App Wallet,0,Italian
USR008182,15,110.08,1651.13,2,13.33,6,1,37.29,0.367,0,Sharjah,Apple Pay,1,Indian
USR008183,15,62.63,939.46,1,6.67,3,1,46.52,0.384,1,Dubai,Credit Card,1,Pakistani
USR008187,34,134.64,4577.75,3,8.82,6,2,39.93,0.391,1,Sharjah,Credit Card,0,Indian
USR008189,23,150.48,3461.1,4,17.39,2,6,34.53,0.417,1,Dubai,Apple Pay,0,Indian
USR008197,30,103.43,3102.97,1,3.33,8,2,43.71,0.42,0,Dubai,In-App Wallet,0,Indian
USR008198,33,177.83,5868.51,2,6.06,11,3,44.04,0.417,1,Ajman,In-App Wallet,0,Indian
USR008199,25,139.81,3495.24,3,12.0,7,2,46.88,0.358,1,Dubai,Apple Pay,0,Indian
USR008200,22,146.32,3219.05,4,18.18,6,2,45.86,0.406,1,Dubai,Credit Card,0,Indian
USR008201,31,132.9,4119.75,3,9.68,11,2,46.1,0.386,1,Sharjah,Debit Card,0,Indian
USR008205,14,173.12,2423.71,0,0.0,3,0,45.01,0.403,1,Abu Dhabi,Apple Pay,1,Chinese
USR008213,30,151.9,4557.02,3,10.0,7,3,45.47,0.369,1,Sharjah,Credit Card,0,Indian
USR008221,29,107.79,3125.99,5,17.24,12,0,45.19,0.384,1,Dubai,In-App Wallet,0,Arabic
USR008232,36,152.45,5488.36,4,11.11,12,1,42.49,0.362,1,Dubai,Apple Pay,0,Indian
USR008234,21,136.01,2856.31,3,14.29,6,3,44.83,0.362,1,Abu Dhabi,Credit Card,0,Indian
USR008235,25,160.12,4003.08,1,4.0,9,0,44.64,0.38,0,Dubai,Apple Pay,0,American
USR008236,30,130.4,3911.93,3,10.0,7,0,35.36,0.35,1,Sharjah,Apple Pay,0,Arabic
USR008242,35,143.34,5016.89,1,2.86,10,3,45.25,0.363,0,Dubai,In-App Wallet,0,Indian
USR008244,22,85.53,1881.7,2,9.09,7,1,40.91,0.369,1,Sharjah,Credit Card,0,Indian
USR008258,18,101.42,1825.56,1,5.56,7,2,34.51,0.337,1,Dubai,In-App Wallet,0,Indian
USR008259,23,137.99,3173.78,3,13.04,9,1,42.79,0.382,1,Abu Dhabi,Apple Pay,0,Indian
USR008261,36,98.07,3530.46,3,8.33,6,2,45.43,0.38,1,Dubai,Credit Card,0,Indian
USR008263,14,146.45,2050.3,0,0.0,4,0,36.95,0.368,0,Abu Dhabi,Credit Card,1,Pakistani
USR008264,26,142.93,3716.07,2,7.69,7,0,36.9,0.353,1,Abu Dhabi,Credit Card,0,Arabic
USR008265,30,110.03,3300.75,4,13.33,9,3,43.03,0.366,1,Abu Dhabi,Credit Card,0,Indian
USR008268,17,107.3,1824.18,4,23.53,0,1,41.24,0.368,1,Dubai,Credit Card,1,Pakistani
USR008269,27,93.05,2512.29,5,18.52,8,1,39.81,0.354,1,Dubai,Credit Card,0,Indian
USR008279,34,135.06,4592.07,5,14.71,6,5,37.58,0.359,1,Dubai,Apple Pay,0,Indian
USR008281,29,116.86,3389.01,5,17.24,12,0,40.84,0.352,0,Dubai,Apple Pay,0,Indian
USR008287,18,116.19,2091.44,2,11.11,5,3,41.73,0.36,0,Dubai,Credit Card,0,Indian
USR008292,31,151.95,4710.5,3,9.68,3,2,47.33,0.393,1,Sharjah,Credit Card,0,Indian
USR008294,15,145.51,2182.69,0,0.0,4,2,40.55,0.343,1,Dubai,In-App Wallet,1,American
USR008295,13,124.63,1620.21,2,15.38,6,0,50.82,0.454,0,Abu Dhabi,Credit Card,0,Pakistani
USR008300,17,102.9,1749.3,1,5.88,7,4,49.09,0.382,0,Sharjah,Apple Pay,1,Indian
USR008302,27,97.32,2627.68,2,7.41,6,1,44.2,0.364,1,Dubai,Apple Pay,0,Indian
USR008306,27,105.0,2834.87,3,11.11,6,1,38.97,0.361,0,Sharjah,Apple Pay,0,Indian
USR008307,19,80.85,1536.1,4,21.05,4,6,41.4,0.379,1,Ajman,Credit Card,1,Lebanese
USR008313,34,129.33,4397.37,1,2.94,5,1,45.03,0.36,1,Dubai,Credit Card,0,Pakistani
USR008315,33,122.67,4048.17,3,9.09,12,4,41.25,0.363,0,Sharjah,Debit Card,0,Indian
USR008320,27,161.09,4349.31,1,3.7,5,2,41.3,0.373,1,Sharjah,Apple Pay,0,Indian
USR008324,13,112.74,1465.59,3,23.08,7,2,40.05,0.393,1,Dubai,Apple Pay,1,Indian
USR008325,19,94.91,1803.22,1,5.26,7,3,43.18,0.372,1,Dubai,Credit Card,1,Arabic
USR008327,28,131.14,3671.86,2,7.14,8,2,39.02,0.383,0,Dubai,Debit Card,0,Indian
USR008329,29,130.66,3789.07,1,3.45,9,2,48.33,0.389,1,Dubai,Credit Card,0,Indian
USR008330,31,113.11,3506.37,5,16.13,7,2,41.11,0.353,1,Dubai,Credit Card,0,Indian
USR008332,26,118.33,3076.56,1,3.85,7,2,47.41,0.373,1,Sharjah,Credit Card,0,Indian
USR008335,16,149.33,2389.35,3,18.75,5,2,48.66,0.367,1,Dubai,Apple Pay,1,Indian
USR008336,24,143.8,3451.14,1,4.17,10,3,43.47,0.381,1,Dubai,Credit Card,0,Indian
USR008358,29,139.06,4032.79,4,13.79,12,1,43.6,0.384,1,Dubai,Apple Pay,0,Arabic
USR008360,28,131.22,3674.21,3,10.71,9,1,46.8,0.378,1,Dubai,Apple Pay,0,Indian
USR008361,19,109.03,2071.52,4,21.05,6,3,42.31,0.352,1,Abu Dhabi,In-App Wallet,1,Indian
USR008372,10,114.68,1146.82,1,10.0,3,2,33.44,0.353,1,Sharjah,Apple Pay,1,Arabic
USR008375,30,105.92,3177.47,2,6.67,4,2,41.42,0.337,0,Abu Dhabi,In-App Wallet,0,Indian
USR008379,31,131.54,4077.84,6,19.35,9,1,39.06,0.338,1,Ajman,Apple Pay,0,Indian
USR008382,31,114.74,3556.89,4,12.9,10,1,43.27,0.377,0,Abu Dhabi,Apple Pay,0,Indian
USR008383,38,119.54,4542.6,10,26.32,9,2,40.6,0.356,1,Dubai,Apple Pay,0,Indian
USR008388,26,125.05,3251.26,1,3.85,11,3,41.98,0.338,0,Dubai,Apple Pay,0,Arabic
USR008389,26,121.88,3168.75,1,3.85,5,2,40.04,0.369,1,Dubai,Debit Card,0,Indian
USR008391,12,160.12,1921.49,0,0.0,1,4,47.12,0.378,1,Dubai,Credit Card,1,Pakistani
USR008393,25,149.01,3725.13,4,16.0,7,2,40.34,0.399,1,Dubai,Apple Pay,0,Italian
USR008395,35,148.8,5208.09,3,8.57,8,1,42.38,0.397,1,Dubai,Apple Pay,0,Indian
USR008397,7,151.99,1063.95,0,0.0,1,0,38.71,0.423,0,Dubai,Apple Pay,1,Filipino
USR008398,14,121.33,1698.65,1,7.14,3,1,34.22,0.337,1,Dubai,Apple Pay,1,Arabic
USR008400,16,114.44,1831.01,2,12.5,2,4,53.7,0.34,1,Dubai,Apple Pay,1,Indian
USR008408,25,148.83,3720.63,1,4.0,6,2,41.65,0.33,1,Dubai,Debit Card,0,Indian
USR008409,24,123.69,2968.49,3,12.5,5,4,43.24,0.371,1,Dubai,Apple Pay,0,Indian
USR008410,38,114.63,4355.86,6,15.79,9,5,36.71,0.367,1,Dubai,Apple Pay,0,Indian
USR008413,28,151.18,4233.02,4,14.29,10,0,42.73,0.389,1,Abu Dhabi,In-App Wallet,0,Indian
USR008420,34,92.29,3137.74,3,8.82,7,2,46.71,0.349,0,Dubai,Credit Card,0,Indian
USR008421,41,148.3,6080.35,5,12.2,9,2,46.97,0.412,0,Abu Dhabi,Credit Card,0,Indian
USR008425,29,95.9,2781.01,4,13.79,9,1,41.47,0.367,1,Sharjah,Apple Pay,0,Indian
USR008426,21,103.09,2164.93,1,4.76,9,1,39.82,0.421,0,Dubai,Credit Card,0,Chinese
USR008427,7,109.91,769.35,0,0.0,4,1,43.64,0.396,1,Dubai,Credit Card,1,Indian
USR008428,21,97.95,2056.91,2,9.52,4,1,48.36,0.389,0,Dubai,Apple Pay,0,Indian
USR008435,52,143.67,7470.92,11,21.15,16,3,43.44,0.396,1,Dubai,Apple Pay,0,Indian
USR008436,36,101.35,3648.49,5,13.89,14,4,45.73,0.403,1,Dubai,Apple Pay,0,Indian
USR008440,28,121.23,3394.49,2,7.14,7,6,43.89,0.378,0,Dubai,Credit Card,0,Pakistani
USR008441,30,130.01,3900.33,6,20.0,9,2,37.95,0.36,1,Dubai,Credit Card,0,Indian
USR008444,37,107.54,3978.92,4,10.81,11,3,44.76,0.384,1,Dubai,Credit Card,0,Pakistani
USR008446,15,75.89,1138.42,4,26.67,6,5,40.79,0.381,1,Dubai,Apple Pay,1,Chinese
USR008451,27,187.46,5061.35,1,3.7,5,3,42.97,0.378,1,Dubai,Apple Pay,0,Indian
USR008455,35,103.17,3610.81,1,2.86,7,4,40.09,0.404,1,Sharjah,Credit Card,0,Arabic
USR008457,35,127.23,4453.02,4,11.43,10,3,43.15,0.385,1,Dubai,Credit Card,0,Indian
USR008458,22,135.95,2990.98,2,9.09,5,3,34.65,0.359,1,Dubai,Debit Card,0,Indian
USR008476,15,126.2,1893.01,2,13.33,5,2,37.46,0.355,1,Dubai,Credit Card,1,Indian
USR008479,25,133.56,3339.1,4,16.0,4,1,45.57,0.351,1,Dubai,Credit Card,0,Indian
USR008487,33,128.04,4225.35,4,12.12,6,7,42.99,0.415,1,Ajman,Apple Pay,0,Indian
USR008488,24,143.65,3447.53,0,0.0,9,0,42.6,0.396,1,Dubai,In-App Wallet,0,Indian
USR008489,22,117.15,2577.4,3,13.64,6,3,47.28,0.38,1,Dubai,Credit Card,0,Indian
USR008490,26,150.95,3924.57,5,19.23,10,2,42.58,0.389,1,Dubai,Apple Pay,0,Indian
